index,text,sentiment
14449,sadly awake. wondering about contact info for all of the fun folks I hung out with at the shop. YAY 23b!!! Miss you guys,negative
18716,  I`ll send you the youtube link <3,neutral
18556,What a beautiful day! Going to edit Lisa Maxwell interview from her last day at The Bill now. Shame I can`t see my laptop screen outside,neutral
3015,"Prolly going to Jamba Juice in thirty minutes , shop for awhile then hit the airport and see my daddddd.",neutral
11893,: Started using the branch,neutral
25836,Lunch isn`t until 1:00 but I`m already so hungry.,negative
9388,Phew long day and i havent gotten to work yet,negative
26717," If they recorded it and sent it to people, they obviously meant for it to get out there.  But if they didn`t, I feel bad.",negative
11510,Now I`m at a doppppe rock show in the LES .. Moshie moshhhh pit  http://twitpic.com/4wkhi,neutral
8289,"  so sorry, I just found the members preview has been sold out for awhile. It opens at Noon to the general public",negative
728,easties you can go there anytime,neutral
4042,http://twitpic.com/4wkzi - before prom. this is when all the chaos began,negative
24293, i know... I don`t want to be left in our home by myself during the weekend...,negative
8282,is feeling her eyes burned-fried after 10 hours attached to the screen uploading new summer clothing for my store www.Chittypulga.com,negative
2069,I`ve Got An Urge To Make Music Like Massively.. I`m Going To The Studio,neutral
23710,worried about Mr. Socks tonight.,negative
18300,Just read McDonald`s is actually running more ads than before the economic slowdown. Great. I`m lovin it.,positive
8487,talking to nat,neutral
22945," I`ve had  for a while now, just in case. And yeah, I start work there again tomorrow. Very excited",positive
5855,wow. i just install twitter fox. I am tired to keep refresh my browser,neutral
4643,Aww Holly Steel ... Dont cry,negative
10894," yeah I`d just uploaded 20 pics & positioned them just right, then `poof` gone, before I could save",neutral
26239,i think they are working why eyes are drooping  its so weird being under drugs i dont like it ... cant wait for tomorrow though,negative
20591,boys and girls lie? awww is santa not real either?,neutral
9925,morning everyone!,neutral
11871, wtf kinda best friend am I? I *still* haven`t met the hubby. That depresses me,negative
6297,I LOVE CHICAGO.   Tonight was AMAZING!!,positive
16053, please wear glasses in your next video!  you look amazing in them.,positive
17684,uploading PCD onto my iTunes xD i used to have it but certian events caused me to lt sadly,negative
1872, Sorry for your loss.  I know how you feel.  She or he was a lucky cat.,positive
23808, so how are you doing this morning ?,neutral
3512,taking in the local art,neutral
23172,"Being involved in requirements and architecture is nice and all, but now I`m looking forward to writing some code!",positive
9779, im only on 1800  lol,neutral
25244,Off to take a math quiz...on a friday....booo,neutral
6848,Searching for wavy hairstyle,neutral
9369,gives you a Haiku status (inspired by Michelle Yuen)  the sun is shining a perfect day glorious day outside my office,positive
26030," Hi Michael!  Wow, thanks for the kind words! Now I must find love connections for you just for your bg alone!",positive
10098,needs to mug for Chinese A`s but doesn`t feel like it.,negative
25929,Gotta get up early tomorrow...gotta be at work for 9,neutral
20201," ITS A BANK HOLIDAY STUPID!! wait, they don`t have bank holidays in America... Okay keep on celebreting",positive
11008,"Our jazz band freakin` KICKED ****!! Good job, team!",positive
16556,Happy mothers day everybody,positive
19376,Sewing things is nice  I feel crafty and productive. And foxy.,positive
23424,"Not enough pizza ordered, so I didn`t get any. And it was Pizza Delight too!",neutral
24048, Tom are the MITO tour dvd`s still being made cos no where seem to be stealing them and i really want a copy,neutral
17366,_jg hahaha i don`t owe you anything; now you owe me a red LOL te amo idiot hahaha te veo ahasta el lunes,positive
11709,It`s fun,positive
24655,None of the people I talk to in my P.E. class are here  I`m going to be so bored all period.,negative
3166, I ALWAYS miss out! I wont be able to commence in the foolishness til` the fall  But come fall I`ll be visiting!! YAY!!,negative
8701,"whats on my head now? whats on my head next? whats on my head later? so yeah,thats pretty much it",neutral
4725, in my opinion one gray hair is one too many... I have way too many as well,neutral
24479,I wish the sun would come out...I guess it doesn`t matter since I`m at work and can`t enjoy it anyways,negative
1976,@ the San Antonio Missions game waitressing. Not a huge crowd.  Meaning a slow game.,neutral
11478,Just found out my Abuelo in Aguadilla is not doing well,negative
9431, hotttie poooh!!!! ooo i bet it sounda magical (HH) im coming home in 1 hour,positive
10774," too early ,,, I`ll spill my corn flakes",neutral
13890,a pink balloon for mum on her day,neutral
26172,I love my memories. It`s almost like re-reading my favourite book all over again,positive
24578, Does this happen every monday?,neutral
21749," We`re no longer in biz together. The one thing that survived was our marriage. Not so good with the in-laws, though.",neutral
390, sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,negative
27365," I bet you received lots of hit from that tweet; at work i cannot, wish i could",negative
19221,"Going to my brother`s wedding in Princeton, NJ next Sat. Had to buy a navy blue sports coat and gray pants - $13 total at Goodwill",neutral
21024,"has her laptop, her spasy phone, her cat, her music on and her mother making her breakfast! Lovage for you is that!",neutral
16463, hasn`t shipped yet  I won`t get over there until at least 7. I`ll call you.,neutral
4453,Major iPhone problems  Wont let me send texts BUT I can do everything else! Can anyone help,neutral
27152, That`s more than ok. Personally I`m very good in doing nothing,positive
5441, Thanks! We`re still all passing around germs here but we`re surviving.  Have I missed anything?,neutral
4701,_radio yeah :S i feel all funny cause i haven`t slept enough  i woke my mum up cause i was singing she`s not impressed :S you?,negative
20136,Listening to `Fountain of youth` by Supastition  http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days,neutral
26297," Many thanks, mate",positive
23293,Happy Mothers Day  All my love,positive
24518," and yes, I have seen your comment and yes, I did have the right answer.  I`ll get over it.",neutral
717,has a terrible headache.  I need relief!,negative
4580, yupp t`s better than people being rude to her  x,neutral
13843," haha, its cos one of your `tweets` was smile smile smile, so i quoted the boys in reply",positive
24052,jb are so cute!  lmfao -giggles-,positive
5261,"Ohhhh man  My mom got a bag of these caramel candy things, they`re soooo good. I`m going to get so fat off of them ;__;",positive
230,The exception for a short dude: Larenz fineass Tate yum,neutral
22386,  lol hopefully it`ll happen like next timee near the new album,neutral
17972,i keep coughing my guts up,neutral
1561, Just ripping here.  That ad buy I was going to speak w/you about looks to be on hold for a bit. Company changed hands. :-/,neutral
24180,"Out if class!! Yow party + four hour lecture don`t mix attal!! I had to drink 3 red bulls & I`m still sleepy .,,,,smh! Alrite bedtime",neutral
6914,borred what everyone doingn check out links on my profile,negative
22622, I can`t be mean without you.,negative
24966, you looked great for being sick yesterday! i`m sorry I didn`t really make an effort to say hi...  I was preoccupied for a while,neutral
18470, http://twitpic.com/4jjdx - Soak your had in hot water (but not boiling) for about 30mins - it`ll pull them right out,neutral
20200,Just burned my tongue!!,negative
14350, I hate that Costco always costs us so much money,negative
10344,Blocked the acct for one of my most hated sports teams. That felt really good.,positive
19034,off work yesss ! super hungry,negative
7561, i need lele to answer meeee! Haha.,positive
5799," Another day and I couldn`t find you.    I ended up trying another cart, can`t remember their name.  `sigh`",neutral
6443, I MISS U CEDDY,negative
13906,"found a pack of United Red Carpet Club booze vouchers. Anyone wanting to have quite a few drinks there, come with me as it appears",neutral
650,where is the rain please come out,neutral
26255,"epic writing fail, ew. going to try and sleep",negative
12847,hope your weekend was fabulous  do anything interesting?,positive
880,"Omg, my mom just called... Im too late... Hes gone",negative
16661,"That`s the way it crumbles, cookie-wise",neutral
2545,I slept at 2am yesterday,neutral
24099,Walls of Jericho please come to WORCESTER asap! Candace pleeaassee! Why did Flee the Seen call it quits? whyyy?,neutral
11917,Going with Chantal to her aunt.,neutral
22425,"I miss my dog  r.i.p.Batman... Yeah, Batman (I really hope `all dogs go to heaven` is true)",negative
13962," yer, oh that`s **** cause u hell need to post more haha so we can talk",neutral
10570,http://ping.fm/2UrGP (MPAA shows how to videorecord a TV)    via ,neutral
27451,happy all my studying and all nighters payed off,positive
6450,"This wraps it up. Well, again a lesson that you shouldn`t take **** photos of yourself when you`re famous. Or maybe you really should!",neutral
27357, courtney seems like a cool chick & shes pretty,positive
11411, thats bad your been forced to watch that  there must be a helpline you can call ?  we are both good thanx he`s asleep,neutral
20370,Cops tell #Tori`s Dad they may never find her remains  http://lfpress.ca/newsstand,negative
14035,Greys Anatomy is so fuckn awesome atm!!,positive
20207,"Gone r the days wen we used to sit 4 exams.. no more exams, no more classes, no more bunking n no more fun..",negative
11502, that sucks.,negative
1474, thank you isay  kamusta ang bulacan historical gimmick at ang gilmore shopping trip?,positive
11686,"My guitar ain`t here yet?, feel like i lost a limb!.",negative
